1,1,1659,265,68,61,1,-1,-1,-1
1,2,485,520,154,62,1,-1,-1,-1
1,3,1393,800,122,160,1,-1,-1,-1
1,4,510,522,63,107,1,-1,-1,-1
1,5,1702,273,102,61,1,-1,-1,-1
1,6,0,1082,131,119,1,-1,-1,-1
1,7,123,624,172,130,1,-1,-1,-1
1,8,521,1173,146,246,1,-1,-1,-1
1,9,1041,349,69,81,1,-1,-1,-1
1,10,934,365,122,81,1,-1,-1,-1
1,11,1077,685,123,103,1,-1,-1,-1
1,12,1113,487,135,68,1,-1,-1,-1
1,13,1987,349,75,60,1,-1,-1,-1
1,14,1699,327,72,65,1,-1,-1,-1
1,15,1542,401,62,62,1,-1,-1,-1
1,16,1325,349,116,70,1,-1,-1,-1
1,17,1024,443,75,90,1,-1,-1,-1
1,18,893,422,132,86,1,-1,-1,-1
1,19,1213,479,139,80,1,-1,-1,-1
1,20,1421,500,96,102,1,-1,-1,-1
1,21,1245,567,125,105,1,-1,-1,-1
1,22,1262,641,153,92,1,-1,-1,-1
1,23,1920,580,79,120,1,-1,-1,-1
1,24,1867,633,68,135,1,-1,-1,-1
1,25,650,628,79,130,1,-1,-1,-1
1,26,716,573,126,119,1,-1,-1,-1
1,27,737,645,163,86,1,-1,-1,-1
1,28,504,753,195,139,1,-1,-1,-1
1,29,630,753,131,155,1,-1,-1,-1
2,1,1659,265,68,61,1,-1,-1,-1
2,2,485,521,154,62,1,-1,-1,-1
2,3,1395,800,122,160,1,-1,-1,-1
2,4,510,522,63,109,1,-1,-1,-1
2,5,1702,273,102,61,1,-1,-1,-1
2,6,0,1084,131,121,1,-1,-1,-1
2,7,122,626,172,130,1,-1,-1,-1
2,8,521,1173,146,246,1,-1,-1,-1
2,9,1041,349,69,81,1,-1,-1,-1
2,10,934,365,122,81,1,-1,-1,-1
2,11,1077,686,123,103,1,-1,-1,-1
2,12,1114,488,135,68,1,-1,-1,-1
2,13,1987,349,75,60,1,-1,-1,-1
2,14,1699,327,72,65,1,-1,-1,-1
2,15,1543,401,61,61,1,-1,-1,-1
2,16,1325,350,115,70,1,-1,-1,-1
2,17,1025,444,75,90,1,-1,-1,-1
2,18,893,422,133,87,1,-1,-1,-1
2,19,1212,479,143,83,1,-1,-1,-1
2,20,1421,501,97,101,1,-1,-1,-1
2,21,1245,568,125,105,1,-1,-1,-1
2,22,1262,642,153,92,1,-1,-1,-1
2,23,1921,581,78,120,1,-1,-1,-1
2,24,1867,633,69,134,1,-1,-1,-1
2,25,654,631,75,132,1,-1,-1,-1
2,26,715,574,126,119,1,-1,-1,-1
2,27,729,645,169,90,1,-1,-1,-1
2,28,506,754,194,139,1,-1,-1,-1
2,29,631,755,130,153,1,-1,-1,-1
3,1,1659,265,68,61,1,-1,-1,-1
3,2,486,522,154,62,1,-1,-1,-1
3,3,1396,801,122,161,1,-1,-1,-1
3,4,510,523,62,110,1,-1,-1,-1
3,5,1702,273,102,62,1,-1,-1,-1
3,6,0,1085,132,123,1,-1,-1,-1
3,7,121,628,173,129,1,-1,-1,-1
3,8,521,1173,146,246,1,-1,-1,-1
3,9,1041,350,69,81,1,-1,-1,-1
3,10,934,366,123,80,1,-1,-1,-1
3,11,1078,687,123,102,1,-1,-1,-1
3,12,1114,488,135,68,1,-1,-1,-1
3,13,1987,350,75,60,1,-1,-1,-1
3,14,1700,327,72,65,1,-1,-1,-1
3,15,1543,402,61,61,1,-1,-1,-1
3,16,1325,350,114,70,1,-1,-1,-1
3,17,1025,444,74,91,1,-1,-1,-1
3,18,892,423,134,88,1,-1,-1,-1
3,19,1212,478,143,84,1,-1,-1,-1
3,20,1421,502,98,100,1,-1,-1,-1
3,21,1245,569,124,105,1,-1,-1,-1
3,22,1262,642,153,92,1,-1,-1,-1
3,23,1922,581,78,120,1,-1,-1,-1
3,24,1867,633,70,134,1,-1,-1,-1
3,25,654,632,75,132,1,-1,-1,-1
3,26,715,575,127,118,1,-1,-1,-1
3,27,730,646,169,91,1,-1,-1,-1
3,28,508,754,193,140,1,-1,-1,-1
3,29,632,757,129,151,1,-1,-1,-1
4,1,1659,265,68,61,1,-1,-1,-1
4,2,486,522,154,62,1,-1,-1,-1
4,3,1398,801,122,161,1,-1,-1,-1
4,4,510,523,62,112,1,-1,-1,-1
4,5,1702,273,102,62,1,-1,-1,-1
4,6,0,1087,132,124,1,-1,-1,-1
4,7,120,630,173,129,1,-1,-1,-1
4,8,521,1173,146,246,1,-1,-1,-1
4,9,1041,350,69,81,1,-1,-1,-1
4,10,933,366,123,80,1,-1,-1,-1
4,11,1078,688,124,102,1,-1,-1,-1
4,12,1115,489,136,68,1,-1,-1,-1
4,13,1987,350,75,60,1,-1,-1,-1
4,14,1700,328,72,65,1,-1,-1,-1
