1,1,206,854,49,79,1,-1,-1,-1
1,3,399,849,41,78,1,-1,-1,-1
1,4,528,864,45,85,1,-1,-1,-1
1,5,583,853,41,98,1,-1,-1,-1
1,6,607,847,43,102,1,-1,-1,-1
1,7,632,857,37,92,1,-1,-1,-1
1,8,690,855,45,100,1,-1,-1,-1
1,9,727,855,49,105,1,-1,-1,-1
1,10,770,855,51,102,1,-1,-1,-1
1,11,901,899,37,62,1,-1,-1,-1
1,12,944,857,52,102,1,-1,-1,-1
1,13,1078,851,77,116,1,-1,-1,-1
1,15,1237,890,90,90,1,-1,-1,-1
1,16,1292,876,73,108,1,-1,-1,-1
1,17,1338,853,57,137,1,-1,-1,-1
1,18,1477,845,76,143,1,-1,-1,-1
1,19,1549,851,63,133,1,-1,-1,-1
1,20,1575,847,69,141,1,-1,-1,-1
1,21,2295,817,71,151,1,-1,-1,-1
2,1,208,853,48,80,1,-1,-1,-1
2,3,400,849,41,78,1,-1,-1,-1
2,4,529,863,45,85,1,-1,-1,-1
2,5,584,853,40,97,1,-1,-1,-1
2,6,607,846,44,102,1,-1,-1,-1
2,7,632,856,37,92,1,-1,-1,-1
2,8,689,854,45,100,1,-1,-1,-1
2,9,725,854,50,103,1,-1,-1,-1
2,10,770,855,52,102,1,-1,-1,-1
2,11,899,899,39,61,1,-1,-1,-1
2,12,943,856,52,102,1,-1,-1,-1
2,13,1078,851,77,115,1,-1,-1,-1
2,15,1231,891,95,89,1,-1,-1,-1
2,16,1292,876,73,107,1,-1,-1,-1
2,17,1337,852,58,137,1,-1,-1,-1
2,18,1477,844,76,143,1,-1,-1,-1
2,19,1547,850,64,134,1,-1,-1,-1
2,20,1576,846,69,141,1,-1,-1,-1
2,21,2296,817,71,150,1,-1,-1,-1
3,1,209,852,48,80,1,-1,-1,-1
3,3,400,848,42,78,1,-1,-1,-1
3,4,530,863,46,85,1,-1,-1,-1
3,5,585,853,38,97,1,-1,-1,-1
3,6,606,845,44,102,1,-1,-1,-1
3,7,631,855,37,92,1,-1,-1,-1
3,8,688,853,45,99,1,-1,-1,-1
3,9,724,852,51,102,1,-1,-1,-1
3,10,769,854,52,101,1,-1,-1,-1
3,11,897,899,40,59,1,-1,-1,-1
3,12,942,855,52,103,1,-1,-1,-1
3,13,1078,850,76,115,1,-1,-1,-1
3,15,1225,891,101,89,1,-1,-1,-1
3,16,1292,877,73,106,1,-1,-1,-1
3,17,1336,851,59,138,1,-1,-1,-1
3,18,1477,843,76,143,1,-1,-1,-1
3,19,1545,848,65,134,1,-1,-1,-1
3,20,1576,845,69,141,1,-1,-1,-1
3,21,2297,817,71,149,1,-1,-1,-1
4,1,211,852,47,80,1,-1,-1,-1
4,3,401,848,42,78,1,-1,-1,-1
4,4,530,862,46,86,1,-1,-1,-1
4,5,586,852,37,96,1,-1,-1,-1
4,6,606,844,45,102,1,-1,-1,-1
4,7,631,855,37,92,1,-1,-1,-1
4,8,688,853,45,99,1,-1,-1,-1
4,9,722,851,52,100,1,-1,-1,-1
4,10,769,854,53,101,1,-1,-1,-1
4,11,895,899,42,58,1,-1,-1,-1
4,12,942,853,51,103,1,-1,-1,-1
4,13,1078,850,76,114,1,-1,-1,-1
4,15,1219,892,106,88,1,-1,-1,-1
4,16,1292,877,74,106,1,-1,-1,-1
4,17,1335,850,60,138,1,-1,-1,-1
4,18,1478,842,76,143,1,-1,-1,-1
4,19,1543,847,66,135,1,-1,-1,-1
4,20,1577,845,69,141,1,-1,-1,-1
4,21,2297,817,71,149,1,-1,-1,-1
5,1,212,851,46,80,1,-1,-1,-1
5,3,402,847,42,78,1,-1,-1,-1
5,4,531,862,47,86,1,-1,-1,-1
5,5,587,852,36,95,1,-1,-1,-1
