1,1,1763,993,432,374,1,-1,-1,-1
1,2,1581,1049,178,242,1,-1,-1,-1
1,3,1432,1018,234,284,1,-1,-1,-1
1,4,1260,1016,200,272,1,-1,-1,-1
1,5,2282,814,248,147,1,-1,-1,-1
1,6,1068,1030,113,244,1,-1,-1,-1
1,7,1073,924,104,159,1,-1,-1,-1
1,8,2362,644,133,174,1,-1,-1,-1
1,9,1949,849,138,69,1,-1,-1,-1
1,10,1930,761,109,137,1,-1,-1,-1
1,11,2101,746,130,120,1,-1,-1,-1
1,12,1608,811,162,109,1,-1,-1,-1
1,13,2013,693,172,140,1,-1,-1,-1
1,14,2135,579,148,126,1,-1,-1,-1
1,15,1973,569,170,204,1,-1,-1,-1
1,17,1268,714,191,104,1,-1,-1,-1
1,18,558,1055,302,275,1,-1,-1,-1
1,19,796,920,304,207,1,-1,-1,-1
1,20,700,1032,212,100,1,-1,-1,-1
1,21,599,1062,133,268,1,-1,-1,-1
1,22,719,1078,139,209,1,-1,-1,-1
1,23,411,1049,221,191,1,-1,-1,-1
1,24,419,960,214,169,1,-1,-1,-1
1,25,219,1051,153,117,1,-1,-1,-1
1,26,0,1031,271,210,1,-1,-1,-1
1,27,0,1038,129,166,1,-1,-1,-1
1,28,0,953,100,218,1,-1,-1,-1
1,29,70,890,87,156,1,-1,-1,-1
1,30,68,916,278,186,1,-1,-1,-1
1,31,317,882,139,181,1,-1,-1,-1
1,32,200,817,157,128,1,-1,-1,-1
1,34,241,779,201,143,1,-1,-1,-1
1,35,288,673,105,119,1,-1,-1,-1
1,36,247,624,97,128,1,-1,-1,-1
1,37,464,612,116,124,1,-1,-1,-1
1,38,377,554,146,163,1,-1,-1,-1
1,39,564,773,93,125,1,-1,-1,-1
1,40,557,796,149,169,1,-1,-1,-1
1,41,738,845,115,55,1,-1,-1,-1
1,42,696,796,131,104,1,-1,-1,-1
1,43,838,707,126,198,1,-1,-1,-1
1,44,693,717,193,146,1,-1,-1,-1
1,45,1361,640,162,309,1,-1,-1,-1
1,46,943,726,122,153,1,-1,-1,-1
1,47,1044,707,107,138,1,-1,-1,-1
1,48,842,803,121,80,1,-1,-1,-1
1,49,1094,755,115,135,1,-1,-1,-1
1,50,1092,777,156,105,1,-1,-1,-1
2,1,1764,992,430,375,1,-1,-1,-1
2,2,1583,1050,177,241,1,-1,-1,-1
2,3,1432,1018,235,283,1,-1,-1,-1
2,4,1262,1016,199,273,1,-1,-1,-1
2,5,2283,815,248,147,1,-1,-1,-1
2,6,1069,1030,113,244,1,-1,-1,-1
2,7,1073,925,105,159,1,-1,-1,-1
2,8,2363,645,134,175,1,-1,-1,-1
2,9,1949,849,140,70,1,-1,-1,-1
2,10,1931,761,109,137,1,-1,-1,-1
2,11,2102,746,130,120,1,-1,-1,-1
2,12,1609,811,162,109,1,-1,-1,-1
2,13,2012,694,173,139,1,-1,-1,-1
2,14,2136,579,148,126,1,-1,-1,-1
2,15,1974,569,170,204,1,-1,-1,-1
2,17,1269,714,191,104,1,-1,-1,-1
2,18,559,1055,302,275,1,-1,-1,-1
2,19,797,920,304,207,1,-1,-1,-1
2,20,701,1032,212,100,1,-1,-1,-1
2,21,600,1062,133,268,1,-1,-1,-1
2,22,720,1078,139,209,1,-1,-1,-1
2,23,412,1049,221,191,1,-1,-1,-1
2,24,420,960,214,169,1,-1,-1,-1
2,25,220,1051,153,117,1,-1,-1,-1
2,26,1,1031,271,211,1,-1,-1,-1
2,27,0,1038,129,167,1,-1,-1,-1
2,28,0,953,102,218,1,-1,-1,-1
2,29,71,890,87,156,1,-1,-1,-1
2,30,69,916,278,186,1,-1,-1,-1
2,31,318,882,139,181,1,-1,-1,-1
2,32,201,817,157,128,1,-1,-1,-1
2,34,242,779,201,143,1,-1,-1,-1
2,35,289,673,105,119,1,-1,-1,-1
2,36,247,624,97,128,1,-1,-1,-1
2,37,465,612,115,124,1,-1,-1,-1
2,38,377,554,146,163,1,-1,-1,-1
2,39,565,773,93,125,1,-1,-1,-1
2,40,558,796,149,169,1,-1,-1,-1
2,41,739,845,115,55,1,-1,-1,-1
2,42,697,796,131,104,1,-1,-1,-1
2,43,839,707,126,198,1,-1,-1,-1
2,44,694,717,193,146,1,-1,-1,-1
2,45,1362,640,162,309,1,-1,-1,-1
2,46,944,726,122,153,1,-1,-1,-1
2,47,1045,707,107,138,1,-1,-1,-1
2,48,843,803,121,80,1,-1,-1,-1
2,49,1095,755,115,135,1,-1,-1,-1
2,50,1093,777,156,105,1,-1,-1,-1
3,1,1765,991,428,376,1,-1,-1,-1
3,2,1584,1051,176,239,1,-1,-1,-1
3,3,1431,1018,237,282,1,-1,-1,-1
3,4,1264,1017,197,273,1,-1,-1,-1
3,5,2284,815,249,147,1,-1,-1,-1
3,6,1070,1029,113,243,1,-1,-1,-1
3,7,1073,925,105,158,1,-1,-1,-1
3,8,2364,645,135,175,1,-1,-1,-1
3,9,1950,849,143,70,1,-1,-1,-1
3,10,1932,761,109,137,1,-1,-1,-1
3,11,2103,746,130,120,1,-1,-1,-1
3,12,1610,811,162,109,1,-1,-1,-1
3,13,2010,695,173,138,1,-1,-1,-1
3,14,2137,579,148,126,1,-1,-1,-1
3,15,1975,569,170,204,1,-1,-1,-1
3,17,1270,714,191,104,1,-1,-1,-1
3,18,559,1055,303,275,1,-1,-1,-1
3,19,797,920,304,207,1,-1,-1,-1
3,20,702,1032,212,100,1,-1,-1,-1
3,21,601,1063,133,268,1,-1,-1,-1
3,22,721,1078,139,208,1,-1,-1,-1
3,23,413,1049,221,191,1,-1,-1,-1
3,24,421,960,215,169,1,-1,-1,-1
3,25,221,1051,153,116,1,-1,-1,-1
3,26,3,1031,271,212,1,-1,-1,-1
3,27,0,1038,130,168,1,-1,-1,-1
3,28,0,953,103,218,1,-1,-1,-1
3,29,72,890,87,156,1,-1,-1,-1
3,30,70,915,279,186,1,-1,-1,-1
3,31,319,882,139,181,1,-1,-1,-1
3,32,202,817,157,128,1,-1,-1,-1
3,34,243,779,201,143,1,-1,-1,-1
3,35,289,673,105,119,1,-1,-1,-1
3,36,248,624,97,128,1,-1,-1,-1
3,37,465,612,114,124,1,-1,-1,-1
3,38,376,554,146,163,1,-1,-1,-1
3,39,566,773,93,125,1,-1,-1,-1
3,40,559,796,149,169,1,-1,-1,-1
3,41,740,846,115,55,1,-1,-1,-1
3,42,698,796,131,104,1,-1,-1,-1
3,43,840,707,126,198,1,-1,-1,-1
3,44,695,717,193,146,1,-1,-1,-1
3,45,1362,640,162,308,1,-1,-1,-1
3,46,945,726,122,153,1,-1,-1,-1
3,47,1045,707,107,138,1,-1,-1,-1
3,48,844,803,121,80,1,-1,-1,-1
3,49,1095,755,115,135,1,-1,-1,-1
3,50,1093,777,156,105,1,-1,-1,-1
4,1,1766,990,423,377,1,-1,-1,-1
4,2,1586,1052,176,238,1,-1,-1,-1
4,3,1431,1018,238,281,1,-1,-1,-1
4,4,1266,1017,196,274,1,-1,-1,-1
4,5,2286,816,249,147,1,-1,-1,-1
4,6,1072,1029,113,243,1,-1,-1,-1
4,7,1073,926,106,158,1,-1,-1,-1
4,8,2365,646,136,176,1,-1,-1,-1
4,9,1950,849,145,71,1,-1,-1,-1
4,10,1932,761,110,137,1,-1,-1,-1
4,11,2103,746,130,120,1,-1,-1,-1
4,12,1610,811,162,109,1,-1,-1,-1
4,13,2009,696,174,137,1,-1,-1,-1
4,14,2138,579,148,127,1,-1,-1,-1
4,15,1975,569,170,204,1,-1,-1,-1
4,17,1270,714,191,104,1,-1,-1,-1
4,18,560,1055,303,275,1,-1,-1,-1
4,19,798,920,304,207,1,-1,-1,-1
4,20,702,1032,212,100,1,-1,-1,-1
4,21,601,1063,133,268,1,-1,-1,-1
4,22,722,1078,139,208,1,-1,-1,-1
4,23,413,1049,221,191,1,-1,-1,-1
4,24,421,960,215,170,1,-1,-1,-1
4,25,222,1051,154,116,1,-1,-1,-1
4,26,4,1031,271,212,1,-1,-1,-1
4,27,0,1038,130,169,1,-1,-1,-1
4,28,0,952,105,218,1,-1,-1,-1
4,29,72,890,87,156,1,-1,-1,-1
4,30,71,915,279,185,1,-1,-1,-1
4,31,319,882,139,181,1,-1,-1,-1
